partid,line,speaker,word
5,126,participant,you
5,126,participant,leave
5,126,participant,the
5,126,participant,ground
5,126,participant,i
5,126,participant,think
5,126,participant,the
5,126,participant,pattern
5,126,participant,of
5,126,participant,like
5,126,participant,two
5,126,participant,hands
5,126,participant,in
5,126,participant,the
5,126,participant,middle
5,126,participant,um
5,126,participant,and
5,126,participant,i
5,126,participant,know
5,126,participant,i've
5,126,participant,just
5,126,participant,like
5,126,participant,saying
5,126,participant,this
5,126,participant,over
5,126,participant,and
5,126,participant,over
5,126,participant,again
5,126,participant,but
5,126,participant,like
5,126,participant,two
5,126,participant,hands
5,126,participant,in
5,126,participant,the
5,126,participant,middle
5,126,participant,hips
5,126,participant,up
5,126,participant,push
5,126,participant,off
5,126,participant,with
5,126,participant,your
5,126,participant,hands
5,126,participant,and
5,126,participant,then
5,126,participant,like
5,126,participant,feet
5,126,participant,forwards
5,126,participant,to
5,126,participant,get
5,126,participant,you
5,126,participant,get
5,126,participant,them
5,126,participant,back
5,126,participant,under
5,126,participant,you
5,127,interviewer,and
5,127,interviewer,the
5,127,interviewer,kind
5,127,interviewer,of
5,127,interviewer,the
5,127,interviewer,kind
5,127,interviewer,of
5,127,interviewer,ability
5,127,interviewer,to
5,127,interviewer,come
5,127,interviewer,out
5,127,interviewer,of
5,127,interviewer,that
5,127,interviewer,with
5,127,interviewer,control
5,127,interviewer,and
5,127,interviewer,connect
5,127,interviewer,into
5,127,interviewer,whatever
5,127,interviewer,you
5,127,interviewer,want
5,127,interviewer,to
5,127,interviewer,do
5,127,interviewer,next
5,127,interviewer,is
5,127,interviewer,kind
5,127,interviewer,of
5,127,interviewer,the
5,127,interviewer,thing
5,127,interviewer,that
5,127,interviewer,you're
5,127,interviewer,aiming
5,127,interviewer,for
5,127,interviewer,there
5,128,participant,yeah
5,128,participant,i
5,128,participant,mean
5,128,participant,i
5,128,participant,think
5,128,participant,if
5,128,participant,you're
5,128,participant,trying
5,128,participant,to
5,128,participant,do
5,128,participant,like
5,128,participant,a
5,128,participant,good
5,128,participant,kong
5,128,participant,if
5,128,participant,you're
5,128,participant,trying
5,128,participant,to
5,128,participant,make
5,128,participant,it
5,128,participant,look
5,128,participant,nice
5,128,participant,obviously
5,128,participant,you
5,128,participant,want
5,128,participant,to
5,128,participant,have
5,128,participant,control
5,128,participant,you
5,128,participant,want
5,128,participant,to
5,128,participant,have
5,128,participant,space
5,128,participant,in
5,128,participant,that
5,128,participant,you
5,128,participant,don't
5,128,participant,want
5,128,participant,to
5,128,participant,look
5,128,participant,like
5,128,participant,you're
5,128,participant,just
5,128,participant,like
5,128,participant,kind
5,128,participant,of
5,128,participant,curling
5,128,participant,up
5,128,participant,into
5,128,participant,a
5,128,participant,ball
5,128,participant,and
5,128,participant,hopping
5,128,participant,over
5,128,participant,it
5,128,participant,which
5,128,participant,you
5,128,participant,see
5,128,participant,a
5,128,participant,lot
5,128,participant,of
5,128,participant,people
5,128,participant,who
5,128,participant,don't
5,128,participant,have
5,128,participant,the
5,128,participant,sort
5,128,participant,of
5,128,participant,strength
5,128,participant,or
5,128,participant,the
5,128,participant,confidence
5,128,participant,to
5,128,participant,dive
5,128,participant,into
5,128,participant,it
5,128,participant,yeah
5,128,participant,like
5,128,participant,the
5,128,participant,the
5,128,participant,more
5,128,participant,space
5,128,participant,and
5,128,participant,the
5,128,participant,more
5,128,participant,control
5,128,participant,you
5,128,participant,can
5,128,participant,have
5,128,participant,in
5,128,participant,it
5,128,participant,the
5,128,participant,prettier
5,128,participant,it's
5,128,participant,gonna
5,128,participant,look
5,128,participant,and
5,128,participant,if
5,128,participant,you're
5,128,participant,if
5,128,participant,you're
5,128,participant,shooting
5,128,participant,for
5,128,participant,a
5,128,participant,pretty
5,128,participant,kong
5,128,participant,then
5,128,participant,like
5,128,participant,that's
5,128,participant,what
5,128,participant,you
5,128,participant,want
5,128,participant,but
5,128,participant,then
5,128,participant,like
5,128,participant,there
5,128,participant,are
5,128,participant,a
5,128,participant,lot
5,128,participant,of
5,128,participant,people
5,128,participant,who
5,128,participant,just
5,128,participant,want
5,128,participant,power
5,128,participant,in
5,128,participant,their
5,128,participant,kong
5,128,participant,like
5,128,participant,that
5,128,participant,like
5,128,participant,if
5,128,participant,you're
5,128,participant,in
5,128,participant,world
5,128,participant,chase
5,128,participant,tag
5,128,participant,and
5,128,participant,you're
5,128,participant,trying
5,128,participant,to
5,128,participant,kong
5,128,participant,over
5,128,participant,something
5,128,participant,you
5,128,participant,just
5,128,participant,want
5,128,participant,to
5,128,participant,be
5,128,participant,fast
5,128,participant,right
5,128,participant,you
5,128,participant,just
5,128,participant,want
5,128,participant,to
5,128,participant,get
5,128,participant,away
5,128,participant,from
5,128,participant,someone
5,128,participant,else
5,128,participant,and
5,128,participant,so
5,128,participant,i
5,128,participant,think
5,128,participant,if
5,128,participant,you
5,128,participant,try
5,128,participant,to
5,128,participant,distil
5,128,participant,it
5,128,participant,into
5,128,participant,like
5,128,participant,what
5,128,participant,the
5,128,participant,goals
5,128,participant,are
5,128,participant,there
5,128,participant,then
5,128,participant,you
5,128,participant,also
5,128,participant,run
5,128,participant,into
5,128,participant,problems
5,128,participant,because
5,128,participant,there's
5,128,participant,so
5,128,participant,many
5,128,participant,people
5,128,participant,use
5,128,participant,parkour
5,128,participant,for
5,128,participant,so
5,128,participant,many
5,128,participant,different
5,128,participant,things
5,128,participant,there
5,128,participant,are
5,128,participant,a
5,128,participant,lot
5,128,participant,of
5,128,participant,people
5,128,participant,in
5,128,participant,our
5,128,participant,community
5,128,participant,who
5,128,participant,just
5,128,participant,like
5,128,participant,you
5,128,participant,like
5,128,participant,a
5,128,participant,spin
5,128,participant,class
5,128,participant,you
5,128,participant,know
5,128,participant,they
5,128,participant,go
5,128,participant,they
5,128,participant,get
5,128,participant,their
5,128,participant,exercise
5,128,participant,and
5,128,participant,they
5,128,participant,go
5,128,participant,home
5,128,participant,it's
5,128,participant,not
5,128,participant,part
5,128,participant,of
5,128,participant,their
5,128,participant,like
5,128,participant,lifestyle
5,128,participant,it's
5,128,participant,not
5,128,participant,part
5,128,participant,of
5,128,participant,their
5,128,participant,like
5,128,participant,don't
5,128,participant,go
5,128,participant,out
5,128,participant,training
5,128,participant,on
5,128,participant,their
5,128,participant,own
5,128,participant,or
5,128,participant,like
5,128,participant,hanging
5,128,participant,out
5,128,participant,with
5,128,participant,parkour
5,128,participant,people
5,128,participant,as
5,128,participant,friends
5,128,participant,it's
5,128,participant,just
5,128,participant,like
5,128,participant,purely
5,128,participant,fitness
5,128,participant,based
5,128,participant,and
5,128,participant,for
5,128,participant,them
5,128,participant,doesn't
5,128,participant,even
5,128,participant,matter
5,128,participant,if
5,128,participant,they
5,128,participant,clear
5,128,participant,the
5,128,participant,obstacle
5,128,participant,right
5,128,participant,like
5,128,participant,just
5,128,participant,the
5,128,participant,jumping
5,128,participant,like
5,128,participant,is
5,128,participant,getting
5,128,participant,the
5,128,participant,tone
5,128,participant,in
5,128,participant,their
5,128,participant,butt
5,128,participant,that
5,128,participant,they
5,128,participant,want
5,128,participant,you
5,128,participant,know
5,128,participant,like
5,128,participant,there's
5,128,participant,the
5,128,participant,i
5,128,participant,think
5,128,participant,you
5,128,participant,can't
5,128,participant,get
5,128,participant,too
5,128,participant,specific
5,128,participant,with
5,128,participant,the
5,128,participant,goals
5,128,participant,because
5,128,participant,again
5,128,participant,there's
5,128,participant,there's
5,128,participant,just
5,128,participant,like
5,128,participant,so
5,128,participant,so
5,128,participant,many
5,128,participant,things
5,128,participant,that
5,128,participant,people
5,128,participant,want
5,128,participant,to
5,128,participant,get
5,128,participant,out
5,128,participant,of
5,128,participant,parkour
5,128,participant,and
5,128,participant,parkour
5,128,participant,has
5,128,participant,so
5,128,participant,much
5,128,participant,to
5,128,participant,offer
5,128,participant,that
5,128,participant,you
5,128,participant,know
5,128,participant,you
5,128,participant,can't
5,128,participant,just
5,128,participant,say
5,128,participant,that
5,128,participant,that
5,128,participant,oh
5,128,participant,you
5,128,participant,know
5,128,participant,everybody
5,128,participant,wants
5,128,participant,this
5,128,participant,from
5,128,participant,it
5,128,participant,because
5,128,participant,there's
5,128,participant,so
5,128,participant,much
5,128,participant,parkour
5,128,participant,has
5,128,participant,so
5,128,participant,much
5,128,participant,going
5,128,participant,on
5,129,interviewer,i
5,129,interviewer,guess
5,129,interviewer,my
5,129,interviewer,question
5,129,interviewer,then
5,129,interviewer,is
5,129,interviewer,we
5,129,interviewer,may
5,129,interviewer,have
5,129,interviewer,already
5,129,interviewer,talked
5,129,interviewer,about
5,129,interviewer,this
5,129,interviewer,a
5,129,interviewer,little
5,129,interviewer,bit
5,129,interviewer,is
5,129,interviewer,as
5,129,interviewer,when
5,129,interviewer,it
5,129,interviewer,comes
5,129,interviewer,to
5,129,interviewer,coaching
5,129,interviewer,it
5,129,interviewer,obviously
5,129,interviewer,it's
5,129,interviewer,very
5,129,interviewer,individual
5,129,interviewer,but
5,129,interviewer,as
5,129,interviewer,a
5,129,interviewer,coach
5,129,interviewer,there
5,129,interviewer,has
5,129,interviewer,to
5,129,interviewer,be
5,129,interviewer,some
5,129,interviewer,you
5,129,interviewer,know
5,129,interviewer,you're
5,129,interviewer,doing
5,129,interviewer,if
5,129,interviewer,you're
5,129,interviewer,delivering
5,129,interviewer,to
5,129,interviewer,20
5,129,interviewer,people
5,129,interviewer,there's
5,129,interviewer,some
5,129,interviewer,there's
5,129,interviewer,something
5,129,interviewer,you're
5,129,interviewer,trying
5,129,interviewer,to
5,129,interviewer,get
5,129,interviewer,across
5,129,interviewer,right
5,129,interviewer,so
5,129,interviewer,what
5,129,interviewer,is
5,129,interviewer,it
5,129,interviewer,just
5,129,interviewer,being
5,129,interviewer,able
5,129,interviewer,to
5,129,interviewer,clear
5,129,interviewer,the
5,129,interviewer,obstacle
5,129,interviewer,in
5,129,interviewer,that
5,129,interviewer,case
5,129,interviewer,that's
5,129,interviewer,the
5,129,interviewer,priority
5,129,interviewer,that
5,129,interviewer,you're
5,129,interviewer,kind
5,129,interviewer,of
5,129,interviewer,working
5,129,interviewer,on
5,130,participant,yeah
5,130,participant,i
5,130,participant,mean
5,130,participant,i
5,130,participant,think
5,130,participant,part
5,130,participant,of
5,130,participant,being
5,130,participant,a
5,130,participant,good
5,130,participant,parkour
5,130,participant,coach
5,130,participant,is
5,130,participant,to
5,130,participant,like
5,130,participant,work
5,130,participant,with
5,130,participant,whoever's
5,130,participant,in
5,130,participant,your
5,130,participant,class
5,130,participant,on
5,130,participant,that
5,130,participant,day
5,130,participant,and
5,130,participant,so
5,130,participant,like
5,130,participant,my
5,130,participant,my
5,130,participant,goal
5,130,participant,as
5,130,participant,a
5,130,participant,coach
5,130,participant,on
5,130,participant,that
5,130,participant,day
5,130,participant,might
5,130,participant,be
5,130,participant,to
5,130,participant,get
5,130,participant,as
5,130,participant,many
5,130,participant,people
5,130,participant,over
5,130,participant,the
5,130,participant,obstacle
5,130,participant,as
5,130,participant,can
5,130,participant,do
5,130,participant,it
5,130,participant,on
5,130,participant,that
5,130,participant,day
5,130,participant,but
5,130,participant,also
5,130,participant,to
5,130,participant,continue
5,130,participant,challenging
5,130,participant,the
5,130,participant,people
5,130,participant,who
5,130,participant,can
5,130,participant,do
5,130,participant,it
5,130,participant,easily
5,130,participant,and
5,130,participant,also
5,130,participant,give
5,130,participant,successful
5,130,participant,options
5,130,participant,you
5,130,participant,know
5,130,participant,an
5,130,participant,options
5,130,participant,for
5,130,participant,success
5,130,participant,for
5,130,participant,people
5,130,participant,who
5,130,participant,can't
5,130,participant,clear
5,130,participant,the
5,130,participant,obstacle
5,130,participant,and
5,130,participant,so
5,130,participant,i
5,130,participant,think
5,130,participant,yeah
5,130,participant,the
5,130,participant,the
5,130,participant,first
5,130,participant,thing
5,130,participant,i
5,130,participant,would
5,130,participant,say
5,130,participant,is
5,130,participant,like
5,130,participant,getting
5,130,participant,people
5,130,participant,over
5,130,participant,the
5,130,participant,obstacle
5,130,participant,following
5,130,participant,the
5,130,participant,pattern
5,130,participant,of
5,130,participant,what
5,130,participant,makes
5,130,participant,it
5,130,participant,look
5,130,participant,like
5,130,participant,a
5,130,participant,kong
5,130,participant,is
5,130,participant,like
5,130,participant,it's
5,130,participant,sort
5,130,participant,of
5,130,participant,number
5,130,participant,one
5,130,participant,but
5,130,participant,also
5,130,participant,there
5,130,participant,gonna
5,130,participant,be
5,130,participant,some
5,130,participant,people
5,130,participant,who
5,130,participant,can
5,130,participant,already
5,130,participant,do
5,130,participant,it
5,130,participant,and
5,130,participant,so
5,130,participant,giving
5,130,participant,them
5,130,participant,like
5,130,participant,a
5,130,participant,precision
5,130,participant,trainer
5,130,participant,on
5,130,participant,the
5,130,participant,other
5,130,participant,side
5,130,participant,to
5,130,participant,shoot
5,130,participant,for
5,130,participant,or
5,130,participant,you
5,130,participant,know
5,130,participant,like
5,130,participant,another
5,130,participant,vault
5,130,participant,box
5,130,participant,and
5,130,participant,they
5,130,participant,decide
5,130,participant,to
5,130,participant,like
5,130,participant,kong
5,130,participant,in
5,130,participant,and
5,130,participant,go
5,130,participant,straight
5,130,participant,into
5,130,participant,another
5,130,participant,movement
5,130,participant,maybe
5,130,participant,like
5,130,participant,a
5,130,participant,plyo
5,130,participant,in
5,130,participant,there
5,130,participant,or
5,130,participant,something
5,130,participant,um
5,130,participant,you
5,130,participant,know
5,130,participant,you
5,130,participant,then
5,130,participant,can
5,130,participant,build
5,130,participant,out
5,130,participant,your
5,130,participant,environment
5,130,participant,to
5,130,participant,give
5,130,participant,people
5,130,participant,other
5,130,participant,things
5,130,participant,to
5,130,participant,do
5,130,participant,or
5,130,participant,you
5,130,participant,can
5,130,participant,scale
5,130,participant,it
5,130,participant,back
5,130,participant,and
5,130,participant,say
5,130,participant,okay
5,130,participant,like
5,130,participant,if
5,130,participant,you
5,130,participant,can't
5,130,participant,get
5,130,participant,over
5,130,participant,the
5,130,participant,obstacle
5,130,participant,doing
5,130,participant,these
5,130,participant,pop
5,130,participant,ons
5,130,participant,or
5,130,participant,doing
5,130,participant,this
5,130,participant,like
5,130,participant,rocking
5,130,participant,horse
5,130,participant,motion
5,130,participant,to
5,130,participant,get
5,130,participant,used
5,130,participant,to
5,130,participant,the
5,130,participant,pushing
5,130,participant,your
5,130,participant,shoulders
5,130,participant,you
5,130,participant,know
5,130,participant,i
5,130,participant,don't
5,130,participant,think
5,130,participant,i
5,130,participant,think
5,130,participant,as
5,130,participant,a
5,130,participant,coach
5,130,participant,and
5,130,participant,as
5,130,participant,a
5,130,participant,good
5,130,participant,coach
5,130,participant,you
5,130,participant,have
5,130,participant,to
5,130,participant,be
5,130,participant,prepared
5,130,participant,to
5,130,participant,interact
5,130,participant,with
5,130,participant,students
5,130,participant,who
5,130,participant,can
5,130,participant,both
5,130,participant,do
5,130,participant,it
5,130,participant,and
5,130,participant,not
5,130,participant,do
5,130,participant,it
5,130,participant,already
5,130,participant,but
5,130,participant,i
5,130,participant,think
5,130,participant,the
5,130,participant,goal
5,130,participant,is
5,130,participant,to
5,130,participant,get
5,130,participant,people
5,130,participant,over
5,130,participant,the
5,130,participant,obstacle
5,130,participant,and
5,130,participant,then
5,130,participant,they
5,130,participant,can
5,130,participant,work
5,130,participant,on
5,130,participant,whether
5,130,participant,they
5,130,participant,want
5,130,participant,to
5,130,participant,do
5,130,participant,you
5,130,participant,know
5,130,participant,a
5,130,participant,floatier
5,130,participant,version
5,130,participant,of
5,130,participant,it
5,130,participant,or
5,130,participant,a
5,130,participant,precision
5,130,participant,afterwards
5,130,participant,or
5,130,participant,any
5,130,participant,of
5,130,participant,those
5,130,participant,pieces
5,130,participant,those
5,130,participant,i
5,130,participant,think
5,130,participant,are
5,130,participant,sort
5,130,participant,of
5,130,participant,like
5,130,participant,more
5,130,participant,technical
5,130,participant,add
5,130,participant,ons
5,130,participant,but
5,130,participant,like
5,130,participant,for
5,130,participant,me
5,130,participant,just
5,130,participant,getting
5,130,participant,people
5,130,participant,over
5,130,participant,the
5,130,participant,obstacle
5,130,participant,in
5,130,participant,the
5,130,participant,pattern
5,130,participant,is
5,130,participant,sort
5,130,participant,of
5,130,participant,the
5,130,participant,the
5,130,participant,first
5,130,participant,bit
5,130,participant,because
5,130,participant,i
5,130,participant,work
5,130,participant,with
5,130,participant,you
5,130,participant,know
5,130,participant,more
5,130,participant,beginner
5,130,participant,level
5,130,participant,students
5,131,interviewer,i
5,131,interviewer,really
5,131,interviewer,like
5,131,interviewer,that
5,131,interviewer,um
5,131,interviewer,the
5,131,interviewer,idea
5,131,interviewer,of
5,131,interviewer,the
5,131,interviewer,add
5,131,interviewer,on
5,131,interviewer,it's
5,131,interviewer,a
5,131,interviewer,nice
5,131,interviewer,way
5,131,interviewer,of
5,131,interviewer,thinking
5,131,interviewer,about
5,131,interviewer,it
5,131,interviewer,i'm
5,131,interviewer,aware
5,131,interviewer,of
5,131,interviewer,the
5,131,interviewer,time
5,131,interviewer,so
5,131,interviewer,we
5,131,interviewer,um
5,131,interviewer,i
5,131,interviewer,don't
5,131,interviewer,want
5,131,interviewer,to
5,132,participant,i'm
5,132,participant,not
5,132,participant,in
5,132,participant,any
5,132,participant,rush
5,132,participant,so
5,133,interviewer,i
5,133,interviewer,don't
5,133,interviewer,want
5,133,interviewer,to
5,133,interviewer,monopolise
5,133,interviewer,your
5,133,interviewer,day
5,133,interviewer,i
5,133,interviewer,guess
5,133,interviewer,really
5,133,interviewer,just
5,133,interviewer,kind
5,133,interviewer,of
5,133,interviewer,just
5,133,interviewer,to
5,133,interviewer,finish
5,133,interviewer,up
5,133,interviewer,is
5,133,interviewer,there
5,133,interviewer,anything
5,133,interviewer,either
5,133,interviewer,just
5,133,interviewer,as
5,133,interviewer,a
5,133,interviewer,practitioner
5,133,interviewer,or
5,133,interviewer,coach
5,133,interviewer,or
5,133,interviewer,anything
5,133,interviewer,like
5,133,interviewer,that
5,133,interviewer,anything
5,133,interviewer,about
5,133,interviewer,the
5,133,interviewer,kong
5,133,interviewer,vault
5,133,interviewer,that
5,133,interviewer,you
5,133,interviewer,kind
5,133,interviewer,of
5,133,interviewer,want
5,133,interviewer,to
5,133,interviewer,find
5,133,interviewer,out
5,133,interviewer,or
5,133,interviewer,anything
5,133,interviewer,that
5,133,interviewer,any
5,133,interviewer,questions
5,133,interviewer,you
5,133,interviewer,have
5,133,interviewer,about
5,133,interviewer,for
5,133,interviewer,yourself
5,133,interviewer,or
5,133,interviewer,it's
5,133,interviewer,okay
5,133,interviewer,if
5,133,interviewer,the
5,133,interviewer,answer's
5,133,interviewer,no
5,133,interviewer,for
5,133,interviewer,this
5,133,interviewer,one
5,133,interviewer,it's
5,133,interviewer,just
5,133,interviewer,i'm
5,133,interviewer,curious
5,133,interviewer,if
5,133,interviewer,there's
5,133,interviewer,anything
5,133,interviewer,that
5,133,interviewer,people
5,133,interviewer,are
5,133,interviewer,like
5,133,interviewer,i
5,133,interviewer,want
5,133,interviewer,to
5,133,interviewer,know
5,133,interviewer,whether
5,133,interviewer,this
5,133,interviewer,makes
5,133,interviewer,a
5,133,interviewer,difference
5,133,interviewer,or
5,133,interviewer,i
5,133,interviewer,should
5,133,interviewer,do
5,133,interviewer,this
5,133,interviewer,or
5,134,participant,yeah
5,134,participant,i
5,134,participant,mean
5,134,participant,there's
5,134,participant,i
5,134,participant,mean
5,134,participant,there's
5,134,participant,so
5,134,participant,much
5,134,participant,that
5,134,participant,you
5,134,participant,know
5,134,participant,you
5,134,participant,could
5,134,participant,wonder
5,134,participant,about
5,134,participant,and
5,134,participant,especially
5,134,participant,because
5,134,participant,of
5,134,participant,all
5,134,participant,of
5,134,participant,the
5,134,participant,problems
5,134,participant,i
5,134,participant,had
5,134,participant,there's
5,134,participant,like
5,134,participant,there's
5,134,participant,a
5,134,participant,lot
5,134,participant,of
5,134,participant,things
5,134,participant,that
5,134,participant,i
5,134,participant,want
5,134,participant,to
5,134,participant,know
5,134,participant,like
5,134,participant,a
5,134,participant,lot
5,134,participant,of
5,134,participant,advice
5,134,participant,that
5,134,participant,was
5,134,participant,given
5,134,participant,to
5,134,participant,me
5,134,participant,that
5,134,participant,i
5,134,participant,want
5,134,participant,to
5,134,participant,know
5,134,participant,well
5,134,participant,was
5,134,participant,that
5,134,participant,really
5,134,participant,true
5,134,participant,like
5,134,participant,was
5,134,participant,that
5,134,participant,actually
5,134,participant,like
5,134,participant,something
5,134,participant,i
5,134,participant,should
5,134,participant,have
5,134,participant,been
5,134,participant,thinking
5,134,participant,about
5,134,participant,more
5,134,participant,what
5,134,participant,would
5,134,participant,have
5,134,participant,helped
5,134,participant,me
5,134,participant,to
5,134,participant,be
5,134,participant,able
5,134,participant,to
5,134,participant,do
5,134,participant,that
5,134,participant,thing
5,134,participant,they
5,134,participant,were
5,134,participant,recommending
5,134,participant,but
5,134,participant,sort
5,134,participant,of
5,134,participant,at
5,134,participant,this
5,134,participant,point
5,134,participant,in
5,134,participant,my
5,134,participant,training
5,134,participant,the
5,134,participant,thing
5,134,participant,that
5,134,participant,like
5,134,participant,is
5,134,participant,most
5,134,participant,important
5,134,participant,to
5,134,participant,me
5,134,participant,is
5,134,participant,like
5,134,participant,like
5,134,participant,how
5,134,participant,how
5,134,participant,much
5,134,participant,does
5,134,participant,your
5,134,participant,centre
5,134,participant,of
5,134,participant,mass
5,134,participant,change
5,134,participant,how
5,134,participant,you
5,134,participant,do
5,134,participant,this
5,134,participant,motion
5,134,participant,like
5,134,participant,because
5,134,participant,i
5,134,participant,work
5,134,participant,with
5,134,participant,women
5,134,participant,and
5,134,participant,because
5,134,participant,i
5,134,participant,am
5,134,participant,woman
5,134,participant,shaped
5,134,participant,like
5,134,participant,do
5,134,participant,i
5,134,participant,need
5,134,participant,to
5,134,participant,be
5,134,participant,offering
5,134,participant,like
5,134,participant,adjusted
5,134,participant,advice
5,134,participant,from
5,134,participant,the
5,134,participant,advice
5,134,participant,that
5,134,participant,was
5,134,participant,given
5,134,participant,to
5,134,participant,me
5,134,participant,by
5,134,participant,the
5,134,participant,men
5,134,participant,who
5,134,participant,taught
5,134,participant,me
5,134,participant,um
5,134,participant,are
5,134,participant,some
5,134,participant,of
5,134,participant,the
5,134,participant,things
5,134,participant,that
5,134,participant,i
5,134,participant,just
5,134,participant,parrot
5,134,participant,because
5,134,participant,they
5,134,participant,were
5,134,participant,told
5,134,participant,to
5,134,participant,me
5,134,participant,not
5,134,participant,necessarily
5,134,participant,useful
5,134,participant,to
5,134,participant,the
5,134,participant,people
5,134,participant,that
5,134,participant,i
5,134,participant,am
5,134,participant,parroting
5,134,participant,them
5,134,participant,to
5,134,participant,so
5,134,participant,you
5,134,participant,know
5,134,participant,and
5,134,participant,then
5,134,participant,that
5,134,participant,centre
5,134,participant,of
5,134,participant,mass
5,134,participant,distribution
5,134,participant,but
5,134,participant,it's
5,134,participant,also
5,134,participant,like
5,134,participant,i
5,134,participant,hear
5,134,participant,people
5,134,participant,say
5,134,participant,all
5,134,participant,the
5,134,participant,time
5,134,participant,like
5,134,participant,oh
5,134,participant,put
5,134,participant,your
5,134,participant,feet
5,134,participant,like
5,134,participant,hip
5,134,participant,width
5,134,participant,apart
5,134,participant,and
5,134,participant,hip
5,134,participant,width
5,134,participant,for
5,134,participant,women
5,134,participant,and
5,134,participant,hip
5,134,participant,width
5,134,participant,for
5,134,participant,men
5,134,participant,is
5,134,participant,like
5,134,participant,oftentimes
5,134,participant,different
5,134,participant,and
5,134,participant,so
5,134,participant,like
5,134,participant,you
5,134,participant,know
5,134,participant,it's
5,134,participant,like
5,134,participant,we
5,134,participant,create
5,134,participant,all
5,134,participant,of
5,134,participant,these
5,134,participant,little
5,134,participant,little
5,134,participant,pieces
5,134,participant,in
5,134,participant,how
5,134,participant,we
5,134,participant,jump
5,134,participant,that
5,134,participant,we
5,134,participant,talk
5,134,participant,about
5,134,participant,it
5,134,participant,in
5,134,participant,this
5,134,participant,way
5,134,participant,or
5,134,participant,you
5,134,participant,know
5,134,participant,we
5,134,participant,use
5,134,participant,this
5,134,participant,vocabulary
5,134,participant,to
5,134,participant,describe
5,134,participant,it
5,134,participant,and
5,134,participant,i
5,134,participant,guess
5,134,participant,i
5,134,participant,would
5,134,participant,just
5,134,participant,want
5,134,participant,to
5,134,participant,know
5,134,participant,like
5,134,participant,is
5,134,participant,it
5,134,participant,as
5,134,participant,useful
5,134,participant,to
5,134,participant,half
5,134,participant,of
5,134,participant,the
5,134,participant,population
5,134,participant,you
5,134,participant,know
5,134,participant,obviously
5,134,participant,not
5,134,participant,half
5,134,participant,the
5,134,participant,population
5,134,participant,but
5,134,participant,maybe
5,134,participant,we
5,134,participant,would
5,134,participant,have
5,134,participant,an
5,134,participant,easier
5,134,participant,time
5,134,participant,recruiting
5,134,participant,and
5,134,participant,retaining
5,134,participant,women
5,134,participant,into
5,134,participant,our
5,134,participant,sport
5,134,participant,if
5,134,participant,we
5,134,participant,were
5,134,participant,better
5,134,participant,about
5,134,participant,it
5,134,participant,talking
5,134,participant,about
5,134,participant,how
5,134,participant,to
5,134,participant,train
5,134,participant,them
5,134,participant,or
5,134,participant,if
5,134,participant,we
5,134,participant,were
5,134,participant,better
5,134,participant,about
5,134,participant,you
5,134,participant,know
5,134,participant,talking
5,134,participant,about
5,134,participant,their
5,134,participant,movements
5,134,participant,and
5,134,participant,so
5,134,participant,i
5,134,participant,guess
5,134,participant,my
5,134,participant,big
5,134,participant,question
5,134,participant,would
5,134,participant,just
5,134,participant,be
5,134,participant,like
5,134,participant,is
5,134,participant,it
5,134,participant,different
5,134,participant,for
5,134,participant,people
5,134,participant,who
5,134,participant,were
5,134,participant,you
5,134,participant,know
5,134,participant,balanced
5,134,participant,who
5,134,participant,tend
5,134,participant,to
5,134,participant,be
5,134,participant,balanced
5,134,participant,in
5,134,participant,this
5,134,participant,way
5,134,participant,versus
5,134,participant,people
5,134,participant,who
5,134,participant,tend
5,134,participant,to
5,134,participant,be
5,134,participant,balanced
5,134,participant,in
5,134,participant,that
5,134,participant,way
5,134,participant,but
5,134,participant,then
5,134,participant,it's
5,134,participant,because
5,134,participant,you're
5,134,participant,factoring
5,134,participant,in
5,134,participant,like
5,134,participant,height
5,134,participant,centre
5,134,participant,of
5,134,participant,mass
5,134,participant,like
5,134,participant,width
5,134,participant,of
5,134,participant,shoulders
5,134,participant,and
5,134,participant,hips
5,134,participant,and
5,134,participant,all
5,134,participant,of
5,134,participant,that
5,134,participant,other
5,134,participant,stuff
5,134,participant,so
5,134,participant,that's
5,134,participant,like
5,134,participant,a
5,134,participant,big
5,134,participant,other
5,134,participant,project
5,134,participant,laugh
5,135,interviewer,but
5,135,interviewer,i
5,135,interviewer,mean
5,135,interviewer,that
5,135,interviewer,that's
5,135,interviewer,the
5,135,interviewer,kind
5,135,interviewer,of
5,135,interviewer,stuff
5,135,interviewer,that
5,135,interviewer,i
5,135,interviewer,hope
5,135,interviewer,to
5,135,interviewer,move
5,135,interviewer,towards
5,135,interviewer,i
5,135,interviewer,mean
5,135,interviewer,this
5,135,interviewer,study
5,135,interviewer,is
5,135,interviewer,um
5,135,interviewer,kind
5,135,interviewer,of
5,135,interviewer,a
5,135,interviewer,factfinding
5,135,interviewer,thing
5,135,interviewer,to
5,135,interviewer,start
5,135,interviewer,feeding
5,135,interviewer,into
5,135,interviewer,that
5,135,interviewer,stuff
5,135,interviewer,because
5,135,interviewer,the
5,135,interviewer,thing
5,135,interviewer,that
5,135,interviewer,i
5,135,interviewer,didn't
5,135,interviewer,want
5,135,interviewer,to
5,135,interviewer,happen
5,135,interviewer,is
5,135,interviewer,to
5,135,interviewer,start
5,135,interviewer,running
5,135,interviewer,down
5,135,interviewer,that
5,135,interviewer,road
